authors,paperId,title,venue,year,no_citations,abstract
"Ayan Das, Yongxin Yang, Timothy M. Hospedales, Tao Xiang, Yi-Zhe Song",6f4490cfc05763b420ee2eb961a64f041e2c53c2,Cloud2Curve: Generation and Vectorization of Parametric Sketches,ArXiv,2021.0,1,"Analysis of human sketches in deep learning has advanced immensely through the use of waypoint-sequences rather than raster-graphic representations. We further aim to model sketches as a sequence of low-dimensional parametric curves. To this end, we propose an inverse graphics framework capable of approximating a raster or waypoint based stroke encoded as a point-cloud with a variable-degree Bézier curve. Building on this module, we present Cloud2Curve, a generative model for scalable high-resolution vector sketches that can be trained end-toend using point-cloud data alone. As a consequence, our model is also capable of deterministic vectorization which can map novel raster or waypoint based sketches to their corresponding high-resolution scalable Bézier equivalent. We evaluate the generation and vectorization capabilities of our model on Quick, Draw! and K-MNIST datasets."
"Yi He, Haoran Xie, Chao Zhang, Xi Yang, K. Miyata",cad37c4cde604c9262b3dd3d94283277dfaf44ec,Sketch-based normal map generation with geometric sampling,Other Conferences,2021.0,1,Normal map is an important and efficient way to represent complex 3D models. A designer may benefit from the auto-generation of high quality and accurate normal maps from freehand sketches in 3d content creation. This paper proposes a deep generative model for generating normal maps from users’ sketch with geometric sampling. Our generative model is based on conditional generative adversarial network with the curvature-sensitive points sampling of conditional masks. This sampling process can help eliminate the ambiguity of generation results as network input. It is verified that the proposed framework can generate more accurate normal maps.
"R. Sarmiento, M. Huertas-Company, J. Knapen, S. S'anchez, H. D. S'anchez, N. Drory, J. Falc'on-Barroso",a0e1f630e87abb84afcecfa0d9b086ccf9a643ca,Capturing the physics of MaNGA galaxies with self-supervised Machine Learning,,2021.0,1,"As available data sets grow in size and complexity, advanced visualization tools enabling their exploration and analysis become more important. In modern astronomy, integral field spectroscopic galaxy surveys are a clear example of increasing dimensionality and complexity of datasets, which challenge the traditional methods used to extract the physical information they contain. We present the use of a novel self-supervised Machine Learning method to visualize the multi-dimensional information on stellar population and kinematics in the MaNGA survey in a two dimensional plane. Our framework is insensitive to non-physical properties such as the size of integral field unit (IFU) and is therefore able to order galaxies according to their resolved physical properties. Using the extracted representations, we show that galaxies naturally cluster into three well-known categories from a purely data driven perspective: rotating main-sequence disks, massive slow rotators and lowmass rotation-dominated quenched galaxies. The framework for data exploration is publicly released with this publication, ready to be used with the MaNGA or other integral field data sets."
"A. Bhunia, Pinaki Nath Chowdhury, Aneeshan Sain, Yongxin Yang, Tao Xiang, Yi-Zhe Song",eda0e5a0073cdf818234338e26c1c95eaa3ecc7b,Supplementary material for More Photos are All You Need: Semi-Supervised Learning for Fine-Grained Sketch Based Image Retrieval,,2021.0,1,"We are mostly inspired by recent image generation works [8, 3] that use the discriminator scores to iteratively improve generation quality. We also did an ablative study to investigate further (see L768-785 and Fig. 4(a)). We found that synthetic sketch-photo pairs having higher discriminator score, tend to have much better quality, and vice-versa. We will add some qualitative examples to further illustrate this correlation in supplementary materials. Defining a hard threshold (optimised) to eliminate bad generated sketches is an option – new experiments show acc@1 lags by around 2% compared to ours on Shoe-V2."
"B. Li, Yuanlue Zhu, Yitong Wang, Chia-Wen Lin, Bernard Ghanem, Linlin Shen",15af12d267303ff665b3afc96463ba647e9a7b1a,AniGAN: Style-Guided Generative Adversarial Networks for Unsupervised Anime Face Generation,ArXiv,2021.0,1,"In this paper, we propose a novel framework to translate a portrait photo-face into an anime appearance. Our aim is to synthesize anime-faces which are style-consistent with a given reference anime-face. However, unlike typical translation tasks, such anime-face translation is challenging due to complex variations of appearances among anime-faces. Existing methods often fail to transfer the styles of reference anime-faces, or introduce noticeable artifacts/distortions in the local shapes of their generated faces. We propose AniGAN, a novel GAN-based translator that synthesizes highquality anime-faces. Specifically, a new generator architecture is proposed to simultaneously transfer color/texture styles and transform local facial shapes into anime-like counterparts based on the style of a reference anime-face, while preserving the global structure of the source photoface. We propose a double-branch discriminator to learn both domain-specific distributions and domain-shared distributions, helping generate visually pleasing anime-faces and effectively mitigate artifacts. Extensive experiments qualitatively and quantitatively demonstrate the superiority of our method over state-of-the-art methods."
"Apoorva Sharma, Navid Azizan, M. Pavone",5166ddb378cf28817cf34ceccd7a9ed17ba9a008,Sketching Curvature for Efficient Out-of-Distribution Detection for Deep Neural Networks,ArXiv,2021.0,1,"In order to safely deploy Deep Neural Networks (DNNs) within the perception pipelines of realtime decision making systems, there is a need for safeguards that can detect out-of-trainingdistribution (OoD) inputs both efficiently and accurately. Building on recent work leveraging the local curvature of DNNs to reason about epistemic uncertainty, we propose Sketching Curvature for OoD Detection (SCOD), an architecture-agnostic framework for equipping any trained DNN with a task-relevant epistemic uncertainty estimate. Offline, given a trained model and its training data, SCOD employs tools from matrix sketching to tractably compute a low-rank approximation of the Fisher information matrix, which characterizes which directions in the weight space are most influential on the predictions over the training data. Online, we estimate uncertainty by measuring how much perturbations orthogonal to these directions can alter predictions at a new test input. We apply SCOD to pre-trained networks of varying architectures on several tasks, ranging from regression to classification. We demonstrate that SCOD achieves comparable or better OoD detection performance with lower computational burden relative to existing baselines."
"Osman Tursun, S. Denman, S. Sridharan, Ethan Goan, C. Fookes",a319032aa65d55022127c1c9c0b0cdf269b8453c,An Efficient Framework for Zero-Shot Sketch-Based Image Retrieval,ArXiv,2021.0,1,"Recently, Zero-shot Sketch-based Image Retrieval (ZS-SBIR) has attracted the attention of the computer vision community due to it’s real-world applications, and the more realistic and challenging setting than found in SBIR. ZS-SBIR inherits the main challenges of multiple computer vision problems including contentbased Image Retrieval (CBIR), zero-shot learning and domain adaptation. The majority of previous studies using deep neural networks have achieved improved results through either projecting sketch and images into a common low-dimensional space or transferring knowledge from seen to unseen classes. However, those approaches are trained with complex frameworks composed of multiple deep convolutional neural networks (CNNs) and are dependent on category-level word labels. This increases the requirements on training resources and datasets. In comparison, we propose a simple and efficient framework that does not require high computational training resources, and can be trained on datasets without semantic categorical labels. Furthermore, at training and inference stages our method only uses a single CNN. In this work, a pre-trained ImageNet CNN (i.e.ResNet50) is fine-tuned with three proposed learning objects: domain-aware quadruplet loss, semantic classification loss, and semantic knowledge preservation loss. The domain-aware quadruplet and semantic classification losses are introduced to learn discriminative, semantic and domain invariant features through considering ZS-SBIR as a object detection and verification problem. To preserve semantic knowledge learned with ImageNet and utilise it on unseen categories, the semantic knowledge preservation loss is proposed. To reduce computational cost and increase the accuracy of the semantic knowledge distillation process, ground-truth semantic knowledge is prepared in a class-oriented fashion prior to training. Extensive experiments are conducted on three challenging ZS-SBIR datasets, Sketchy Extended, TU-Berlin Extended and QuickDraw Extended. The proposed method achieves state-of-the-art results, and outperforms the majority of related works by a large margin."
"Songwei Ge, Vedanuj Goswami, C. L. Zitnick, Devi Parikh",9cc1c31cf4c399d7749815037479844b9d8b151c,Creative Sketch Generation,ICLR,2021.0,1,"Sketching or doodling is a popular creative activity that people engage in. However, most existing work in automatic sketch understanding or generation has focused on sketches that are quite mundane. In this work, we introduce two datasets of creative sketches -- Creative Birds and Creative Creatures -- containing 10k sketches each along with part annotations. We propose DoodlerGAN -- a part-based Generative Adversarial Network (GAN) -- to generate unseen compositions of novel part appearances. Quantitative evaluations as well as human studies demonstrate that sketches generated by our approach are more creative and of higher quality than existing approaches. In fact, in Creative Birds, subjects prefer sketches generated by DoodlerGAN over those drawn by humans! Our code can be found at this https URL and a demo can be found at this http URL."
"Xingqun Qi, Muyi Sun, Weining Wang, Xiaoxiao Dong, Qi Li, Caifeng Shan",e9606141a651c0c22820895ae76b60e69a1dd7d2,Face Sketch Synthesis via Semantic-Driven Generative Adversarial Network,ArXiv,2021.0,0,"Face sketch synthesis has made significant progress with the development of deep neural networks in these years. The delicate depiction of sketch portraits facilitates a wide range of applications like digital entertainment and law enforcement. However, accurate and realistic face sketch generation is still a challenging task due to the illumination variations and complex backgrounds in the real scenes. To tackle these challenges, we propose a novel Semantic-Driven Generative Adversarial Network (SDGAN) which embeds global structure-level style injection and local class-level knowledge re-weighting. Specifically, we conduct facial saliency detection on the input face photos to provide overall facial texture structure, which could be used as a global type of prior information. In addition, we exploit face parsing layouts as the semantic-level spatial prior to enforce globally structural style injection in the generator of SDGAN. Furthermore, to enhance the realistic effect of the details, we propose a novel Adaptive Re-weighting Loss (ARLoss) which dedicates to balance the contributions of different semantic classes. Experimentally, our extensive experiments on CUFS and CUFSF datasets show that our proposed algorithm achieves state-of-the-art performance."
"Kevin Frans, L. B. Soros, O. Witkowski",b1a5e147f8b4d4f750f8224ea2dcb0fdebb3ff73,CLIPDraw: Exploring Text-to-Drawing Synthesis through Language-Image Encoders,ArXiv,2021.0,0,"This work presents CLIPDraw, an algorithm that synthesizes novel drawings based on natural language input. CLIPDraw does not require any training; rather a pre-trained CLIP languageimage encoder is used as a metric for maximizing similarity between the given description and a generated drawing. Crucially, CLIPDraw operates over vector strokes rather than pixel images, a constraint that biases drawings towards simpler human-recognizable shapes. Results compare between CLIPDraw and other synthesis-throughoptimization methods, as well as highlight various interesting behaviors of CLIPDraw, such as satisfying ambiguous text in multiple ways, reliably producing drawings in diverse artistic styles, and scaling from simple to complex visual representations as stroke count is increased. Code for experimenting with the method is available at: https://colab.research.google.com/github/ kvfrans/clipdraw/blob/main/clipdraw.ipynb"
"Wenchao Li, Yun Wang, He Huang, Weiwei Cui, Haidong Zhang, Huamin Qu, Dongmei Zhang",5fdb7a1c59c4a1f85ae2ae9f3b280710b3c6ecaa,AniVis: Generating Animated Transitions Between Statistical Charts with a Tree Model,ArXiv,2021.0,0,"Animated transitions help viewers understand changes between related visualizations. To clearly present the underlying relations between statistical charts, animation authors need to have a high level of expertise and a considerable amount of time to describe the relations with reasonable animation stages. We present AniVis, an automated approach for generating animated transitions to demonstrate the changes between two statistical charts. AniVis models each statistical chart on the basis of a tree-based structure. Given an input chart pair, the differences of data and visual properties of the chart pair are formalized as atomic transition units. Through this approach, the animated transition between two charts is expressed as a series of transition units. Then, we conduct a preliminary study to understand people’s preferences for animation sequences. Based on the study, we propose a set of principles and a sequence composition algorithm to compose the transition units into a meaningful animation sequence. Finally, we synthesize these units together to deliver a smooth and intuitive animated transition between charts. To evaluate our workflow, we implement a web-based system and demonstrate its generated results to illustrate the usage of our approach. We perform a comparative study with the latest method to assess the animated transitions automatically generated by our system. We further collect feedback from experts to evaluate the usability of our method."
"Xiaoqi Wang, Kevin Yen, Yifan Hu, Han-Wei Shen",4f58d052a8c4b4891e06fac41807863c1452185e,DeepGD: A Deep Learning Framework for Graph Drawing Using GNN,ArXiv,2021.0,0,"In the past decades, many graph drawing techniques have been proposed for generating aesthetically pleasing graph layouts. However, it remains a challenging task since different layout methods tend to highlight different characteristics of the graphs. Recently, studies on deep learning based graph drawing algorithm have emerged but they are often not generalizable to arbitrary graphs without re-training. In this paper, we propose a Convolutional Graph Neural Network based deep learning framework, DeepGD, which can draw arbitrary graphs once trained. It attempts to generate layouts by compromising among multiple pre-specified aesthetics considering a good graph layout usually complies with multiple aesthetics simultaneously. In order to balance the trade-off, we propose two adaptive training strategies which adjust the weight factor of each aesthetic dynamically during training. The quantitative and qualitative assessment of DeepGD demonstrates that it is capable of drawing arbitrary graphs effectively, while being flexible at accommodating different aesthetic criteria."
